consensus.cluster	chr	start	end	strand	tpm
40919	chrX	19653329	19653357	+	130
40920	chrX	19654865	19654947	+	138
40921	chrX	19664552	19664755	+	1595
40922	chrX	19667207	19667240	+	104
40923	chrX	19667287	19667296	+	768
40924	chrX	19667511	19667594	+	1179
40925	chrX	19670276	19670519	+	3478
40926	chrX	19683754	19683925	+	9687
40927	chrX	19684371	19684467	+	1472
40928	chrX	19688772	19688835	+	117
40929	chrX	19697026	19697173	+	3334
40930	chrX	19697353	19697357	+	86
40931	chrX	19703822	19703866	+	96
40932	chrX	19704315	19704377	+	198
40933	chrX	19730992	19731152	+	1589
40934	chrX	19731474	19731532	+	93
40935	chrX	19733287	19733358	+	415
40936	chrX	19733524	19733593	+	120
40937	chrX	19744356	19744513	+	3457
40938	chrX	19744583	19744586	+	69
40939	chrX	19744731	19744773	+	150
40940	chrX	19745073	19745101	+	84
40941	chrX	19746034	19746164	+	2697
40942	chrX	19748209	19748227	+	76
40943	chrX	19748269	19748411	+	6916
40944	chrX	19748467	19748509	+	116
40945	chrX	19748890	19749012	+	535
40946	chrX	19750770	19750818	+	753
40947	chrX	19812595	19812870	+	8885
40948	chrX	19816008	19816134	+	5277
40949	chrX	19823679	19823704	+	113
40950	chrX	19852207	19852259	+	177
40951	chrX	19856771	19856812	+	122
40952	chrX	19857944	19857988	+	706
40953	chrX	19868537	19868604	+	130
40954	chrX	19869197	19869222	+	55
40955	chrX	19887352	19887356	+	625
40956	chrX	19903084	19903146	+	138
40957	chrX	19903483	19903487	+	100
40958	chrX	19944213	19944265	+	228
40959	chrX	19963175	19963176	+	106
40960	chrX	20051219	20051404	+	15550
40961	chrX	20051806	20051826	+	119
40962	chrX	20051897	20051954	+	364
40963	chrX	20084487	20084491	+	56
40964	chrX	20090282	20090326	+	68
40965	chrX	20110949	20110959	+	69
40966	chrX	20122456	20122464	+	283
40967	chrX	20140976	20141142	+	1993
40968	chrX	20162207	20162246	+	62
40969	chrX	20166674	20166746	+	654
40970	chrX	20166849	20166871	+	102
40971	chrX	20166934	20166978	+	90
40972	chrX	20167039	20167088	+	60
40973	chrX	20167173	20167364	+	2613
40974	chrX	20170224	20170373	+	2928
40975	chrX	20170821	20170844	+	69
40976	chrX	20251309	20251403	+	1742
40977	chrX	20251510	20251679	+	1297
40978	chrX	20252259	20252292	+	106
40979	chrX	20252407	20252431	+	316
40980	chrX	20259227	20259266	+	332
40981	chrX	20259321	20259390	+	85
40982	chrX	20327427	20327590	+	6484
40983	chrX	20328250	20328251	+	117
40984	chrX	20359690	20359758	+	1026
40985	chrX	20361884	20361954	+	63
40986	chrX	20368864	20368873	+	84
40987	chrX	20390396	20390409	+	56
40988	chrX	20391355	20391563	+	1900
40989	chrX	20394394	20394496	+	559
40990	chrX	20394822	20394880	+	72
40991	chrX	20417463	20417484	+	89
40992	chrX	20418417	20418445	+	58
40993	chrX	20423380	20423415	+	74
40994	chrX	20423599	20423644	+	389
40995	chrX	20424071	20424105	+	149
40996	chrX	20427726	20427774	+	240
40997	chrX	20428130	20428192	+	174
40998	chrX	20430235	20430244	+	224
40999	chrX	20449344	20449345	+	273
41000	chrX	20451903	20451997	+	138
41001	chrX	20467641	20467648	+	615
41002	chrX	20468350	20468389	+	700
41003	chrX	20486065	20486310	+	28847
41004	chrX	20511505	20511582	+	189
41005	chrX	20512691	20512725	+	345
41006	chrX	20512853	20512854	+	149
41007	chrX	20527468	20527498	+	62
41008	chrX	20574234	20574336	+	1183
41009	chrX	20578049	20578117	+	141
41010	chrX	20581668	20581759	+	488
41011	chrX	20638031	20638079	+	156
41012	chrX	20639630	20639679	+	184
41013	chrX	20657237	20657238	+	139
41014	chrX	20667740	20667827	+	88
41015	chrX	20668254	20668458	+	56780
41016	chrX	20669101	20669105	+	66
41017	chrX	20669196	20669239	+	309
41018	chrX	20694112	20694118	+	86
41019	chrX	20739524	20739525	+	54
41020	chrX	20739567	20739608	+	258
41021	chrX	20755917	20755991	+	457
41022	chrX	20822092	20822244	+	1901
41023	chrX	20824161	20824204	+	650
41024	chrX	20824685	20824806	+	160
41025	chrX	20831856	20831928	+	166
41026	chrX	20899630	20899680	+	101
41027	chrX	20920332	20920387	+	120
41028	chrX	20946882	20946943	+	56
41029	chrX	20978274	20978310	+	453
41030	chrX	20984623	20984704	+	6962
41031	chrX	21032697	21032698	+	59
41032	chrX	21035325	21035546	+	10216
41033	chrX	21040368	21040520	+	695
41034	chrX	21042486	21042490	+	191
41035	chrX	21043068	21043085	+	1134
41036	chrX	21048342	21048390	+	110
41037	chrX	21051105	21051231	+	1921
41038	chrX	21054547	21054553	+	2889
41039	chrX	21101605	21101613	+	85
41040	chrX	21117075	21117260	+	4408
41041	chrX	21123744	21123790	+	1158
41042	chrX	21132227	21132316	+	538
41043	chrX	21187938	21188111	+	1720
41044	chrX	21193185	21193284	+	28493
41045	chrX	21193435	21193436	+	89
41046	chrX	21193484	21193490	+	82
41047	chrX	21197500	21197521	+	91
41048	chrX	21248698	21248859	+	1892
41049	chrX	21285274	21285342	+	1914
41050	chrX	21287585	21287662	+	259
41051	chrX	21287857	21287858	+	79
41052	chrX	21296185	21296267	+	92
41053	chrX	21314676	21314700	+	88
41054	chrX	21316019	21316132	+	12251
41055	chrX	21316897	21316911	+	60
41056	chrX	21322982	21323011	+	90
41057	chrX	21324268	21324379	+	886
41058	chrX	21324433	21324445	+	126
41059	chrX	21339729	21339826	+	589
41060	chrX	21345337	21345496	+	10563
41061	chrX	21350264	21350356	+	1249
41062	chrX	21355488	21355523	+	100
41063	chrX	21358238	21358373	+	1806
41064	chrX	21360063	21360095	+	96
41065	chrX	21363086	21363178	+	207
41066	chrX	21364423	21364450	+	64
41067	chrX	21368034	21368080	+	685
41068	chrX	21371000	21371001	+	78
41069	chrX	21374313	21374314	+	115
41070	chrX	21374437	21374659	+	2633
41071	chrX	21378422	21378471	+	103
41072	chrX	21381883	21381906	+	59
41073	chrX	21382179	21382180	+	154
41074	chrX	21383222	21383264	+	135
41075	chrX	21383672	21383747	+	256
41076	chrX	21389181	21389244	+	120
41077	chrX	21389918	21390071	+	767
41078	chrX	21390177	21390221	+	68
41079	chrX	21496811	21496870	+	112
41080	chrX	21501330	21501360	+	133
41081	chrX	21520103	21520120	+	74
41082	chrX	21520174	21520179	+	209
41083	chrX	21563740	21563770	+	87
41084	chrX	21583866	21583893	+	90
41085	chrX	21627142	21627168	+	280
41086	chrX	22172560	22172669	+	1520
41087	chrX	22187326	22187443	+	1730
41088	chrX	22217298	22217392	+	4144
41089	chrX	22246534	22246569	+	245
41090	chrX	22444697	22444828	+	2551
41091	chrX	22444971	22444990	+	72
41092	chrX	22449853	22449961	+	2514
41093	chrX	22454201	22454216	+	149
41094	chrX	22455804	22455884	+	1398
41095	chrX	22462300	22462339	+	84
41096	chrX	22462704	22462729	+	168
41097	chrX	22463706	22464056	+	3445
41098	chrX	22464377	22464410	+	113
41099	chrX	22464942	22464964	+	52
41100	chrX	22466439	22466611	+	3135
41101	chrX	22467765	22467780	+	61
41102	chrX	22468175	22468267	+	603
41103	chrX	22473599	22473666	+	409
41104	chrX	22482361	22482395	+	133
41105	chrX	22482603	22482753	+	8232
41106	chrX	22487152	22487213	+	391
41107	chrX	22491441	22491506	+	100
41108	chrX	22491595	22491609	+	832
41109	chrX	22493302	22493410	+	1699
41110	chrX	22498391	22498436	+	107
41111	chrX	22501088	22501174	+	290
41112	chrX	22515198	22515203	+	131
41113	chrX	22522287	22522388	+	334
41114	chrX	22529967	22530033	+	683
41115	chrX	22531379	22531448	+	255
41116	chrX	22540752	22540949	+	1839
41117	chrX	22541244	22541262	+	219
41118	chrX	22541324	22541343	+	78
41119	chrX	22547054	22547118	+	249
41120	chrX	22620822	22620823	+	76
41121	chrX	22632297	22632352	+	327
41122	chrX	22633835	22633836	+	50
41123	chrX	22662806	22662892	+	281
41124	chrX	22788166	22788231	+	457
41125	chrX	22806472	22806561	+	636
41126	chrX	22835797	22835816	+	58
41127	chrX	22863566	22863620	+	195
41128	chrX	22865912	22866003	+	392
41129	chrX	22872874	22872923	+	573
41130	chrX	22876482	22876545	+	104
41131	chrX	22917026	22917151	+	3981
41132	chrX	22925823	22925856	+	59
41133	chrX	22945257	22945368	+	5397
41134	chrX	22945623	22945686	+	100
41135	chrX	22949634	22949671	+	174
41136	chrX	22983584	22983632	+	164
41137	chrX	23013304	23013381	+	270
41138	chrX	23013439	23013608	+	2744
41139	chrX	23013648	23013684	+	53
41140	chrX	23028443	23028503	+	382
41141	chrX	23030482	23030514	+	60
41142	chrX	23035992	23036073	+	1619
41143	chrX	23076985	23077036	+	169
41144	chrX	23077714	23077766	+	57
41145	chrX	23082469	23082549	+	335
41146	chrX	23082742	23082767	+	239
41147	chrX	23083078	23083103	+	61
41148	chrX	23083152	23083208	+	63
41149	chrX	23083820	23083893	+	209
41150	chrX	23088615	23088665	+	520
41151	chrX	23097358	23097416	+	131
41152	chrX	23097506	23097600	+	410
41153	chrX	23105990	23106054	+	548
41154	chrX	23364170	23364231	+	257
41155	chrX	23379504	23379598	+	624
41156	chrX	23441777	23441806	+	57
41157	chrX	23452151	23452226	+	116
41158	chrX	53195	53235	-	114
41159	chrX	53515	53516	-	129
41160	chrX	53559	53633	-	3402
41161	chrX	54323	54433	-	289
41162	chrX	54783	54827	-	316
41163	chrX	62494	62507	-	276
41164	chrX	89982	90078	-	934
41165	chrX	90150	90212	-	58
41166	chrX	108347	108350	-	3257
41167	chrX	126367	126479	-	1337
41168	chrX	126879	126936	-	218
41169	chrX	152235	152326	-	3314
41170	chrX	245832	245855	-	223
41171	chrX	263993	263996	-	347
41172	chrX	267021	267027	-	4343
41173	chrX	272835	272853	-	59
41174	chrX	274800	274857	-	288
41175	chrX	279496	279574	-	389
41176	chrX	287064	287159	-	867
41177	chrX	334795	334797	-	176
41178	chrX	356988	357052	-	163
41179	chrX	372324	372358	-	113
41180	chrX	377494	377524	-	100
41181	chrX	428247	428279	-	161
41182	chrX	469332	469338	-	461
41183	chrX	476482	476612	-	1435
41184	chrX	487501	487578	-	353
41185	chrX	487946	488023	-	199
41186	chrX	488257	488437	-	1991
41187	chrX	491931	491933	-	198
41188	chrX	492412	492414	-	276
41189	chrX	493482	493493	-	1600
41190	chrX	497464	497489	-	200
41191	chrX	498498	498566	-	232
41192	chrX	498914	499036	-	825
41193	chrX	505323	505390	-	68
41194	chrX	519230	519286	-	169
41195	chrX	529349	529398	-	502
41196	chrX	529724	529880	-	388
41197	chrX	538346	538446	-	216
41198	chrX	607489	607520	-	70
41199	chrX	612179	612378	-	1454
41200	chrX	616127	616180	-	184
41201	chrX	617527	617591	-	232
41202	chrX	620178	620256	-	264
41203	chrX	621153	621280	-	1628
41204	chrX	623911	623969	-	316
41205	chrX	625072	625244	-	17276
41206	chrX	628775	628939	-	428
41207	chrX	629030	629210	-	464
41208	chrX	629319	629499	-	40480
41209	chrX	634047	634182	-	2559
41210	chrX	635439	635541	-	119
41211	chrX	638668	638689	-	56
41212	chrX	647969	648057	-	249
41213	chrX	650561	650592	-	111
41214	chrX	654160	654242	-	493
41215	chrX	655852	656065	-	908
41216	chrX	683972	684058	-	124
41217	chrX	711856	711960	-	201
41218	chrX	721806	721866	-	61
41219	chrX	752786	752818	-	228
41220	chrX	753227	753289	-	66
41221	chrX	753591	753627	-	83
41222	chrX	757997	758022	-	99
41223	chrX	760062	760152	-	114
41224	chrX	764444	764445	-	119
41225	chrX	765104	765159	-	10088
41226	chrX	776445	776548	-	172
41227	chrX	781938	782032	-	2002
41228	chrX	788476	788495	-	94
41229	chrX	788924	788998	-	265
41230	chrX	789077	789163	-	271
41231	chrX	790098	790111	-	471
41232	chrX	799073	799170	-	209
41233	chrX	800788	800823	-	83
41234	chrX	801108	801134	-	125
41235	chrX	801337	801476	-	1095
41236	chrX	802161	802196	-	93
41237	chrX	802411	802478	-	56
41238	chrX	802543	802599	-	64
41239	chrX	802642	802874	-	635
41240	chrX	803011	803107	-	181
41241	chrX	803404	803520	-	6139
41242	chrX	804380	804384	-	61
41243	chrX	806261	806300	-	51
41244	chrX	818795	818853	-	101
41245	chrX	821869	822045	-	407
41246	chrX	847073	847225	-	8921
41247	chrX	852679	852738	-	406
41248	chrX	877088	877160	-	389
41249	chrX	919698	919719	-	91
41250	chrX	925761	925881	-	585
41251	chrX	927371	927429	-	75
41252	chrX	927531	927595	-	352
41253	chrX	927795	927892	-	197
41254	chrX	929954	929956	-	102
41255	chrX	930024	930138	-	4620
41256	chrX	931623	931681	-	167
41257	chrX	940727	940823	-	374
41258	chrX	942907	942927	-	68
41259	chrX	945768	945800	-	542
41260	chrX	947474	947496	-	277
41261	chrX	951913	951914	-	60
41262	chrX	985634	985635	-	98
41263	chrX	1011387	1011389	-	54
41264	chrX	1011493	1011677	-	4982
41265	chrX	1026685	1026701	-	136
41266	chrX	1028765	1028796	-	95
41267	chrX	1030302	1030379	-	175
41268	chrX	1060752	1060763	-	166
41269	chrX	1124240	1124282	-	65
41270	chrX	1134890	1134892	-	646
41271	chrX	1159849	1159864	-	144
41272	chrX	1159926	1160108	-	423
41273	chrX	1162289	1162464	-	14497
41274	chrX	1175523	1175564	-	90
41275	chrX	1177319	1177380	-	84
41276	chrX	1193997	1194031	-	65
41277	chrX	1235049	1235058	-	960
41278	chrX	1236593	1236691	-	637
41279	chrX	1239771	1239775	-	79
41280	chrX	1274931	1274944	-	407
41281	chrX	1295287	1295362	-	417
41282	chrX	1295993	1296145	-	652
41283	chrX	1298349	1298489	-	3103
41284	chrX	1308493	1308494	-	166
41285	chrX	1322351	1322394	-	359
41286	chrX	1349270	1349366	-	610
41287	chrX	1352231	1352293	-	68
41288	chrX	1353491	1353557	-	240
41289	chrX	1353866	1353998	-	882
41290	chrX	1354465	1354525	-	245
41291	chrX	1357595	1357624	-	138
41292	chrX	1377043	1377097	-	123
41293	chrX	1379373	1379456	-	261
41294	chrX	1380401	1380538	-	859
41295	chrX	1381533	1381595	-	84
41296	chrX	1452355	1452389	-	283
41297	chrX	1452483	1452535	-	158
41298	chrX	1455440	1455442	-	111
41299	chrX	1457041	1457128	-	4562
41300	chrX	1460622	1460667	-	142
41301	chrX	1464128	1464225	-	642
41302	chrX	1465982	1466054	-	234
41303	chrX	1482290	1482463	-	577
41304	chrX	1482525	1482585	-	213
41305	chrX	1482691	1482943	-	2084
41306	chrX	1483167	1483227	-	212
41307	chrX	1483270	1483340	-	28979
41308	chrX	1483988	1484054	-	135
41309	chrX	1512795	1512873	-	282
41310	chrX	1668990	1669003	-	204
41311	chrX	1669044	1669300	-	2815
41312	chrX	1684681	1684786	-	83
41313	chrX	1695385	1695465	-	276
41314	chrX	1695826	1695892	-	348
41315	chrX	1710067	1710188	-	6037
41316	chrX	1759957	1759976	-	50
41317	chrX	1763894	1763966	-	70
41318	chrX	1793891	1793892	-	90
41319	chrX	1820303	1820421	-	2938
41320	chrX	1821802	1821843	-	62
41321	chrX	1822354	1822469	-	1907
41322	chrX	1858615	1858810	-	617
41323	chrX	1858908	1858999	-	3186
41324	chrX	1860595	1860683	-	142
41325	chrX	1861285	1861320	-	72
41326	chrX	1861698	1861824	-	2563
41327	chrX	1861936	1861941	-	109
41328	chrX	1864757	1864900	-	309
41329	chrX	1865769	1865855	-	508
41330	chrX	1866102	1866188	-	146
41331	chrX	1867448	1867540	-	248
41332	chrX	1868672	1868852	-	7533
41333	chrX	1868918	1868963	-	164
41334	chrX	1869068	1869092	-	102
41335	chrX	1872999	1873000	-	54
41336	chrX	1873056	1873245	-	377
41337	chrX	1873450	1873586	-	1862
41338	chrX	1877050	1877091	-	89
41339	chrX	1877148	1877284	-	4052
41340	chrX	1879351	1879615	-	3379
41341	chrX	1879704	1879798	-	335
41342	chrX	1880441	1880442	-	132
41343	chrX	1886765	1886858	-	283
41344	chrX	1889323	1889355	-	70
41345	chrX	1889561	1889602	-	108
41346	chrX	1889845	1889977	-	210
41347	chrX	1891785	1891838	-	190
41348	chrX	1896754	1896834	-	231
41349	chrX	1899517	1899524	-	912
41350	chrX	1900126	1900206	-	3622
41351	chrX	1900582	1900643	-	1120
41352	chrX	1901542	1901644	-	638
41353	chrX	1901814	1901981	-	1459
41354	chrX	1907638	1907741	-	394
41355	chrX	1907899	1908002	-	244
41356	chrX	1921660	1921677	-	55
41357	chrX	1922828	1922903	-	312
41358	chrX	1939987	1940034	-	306
41359	chrX	1963037	1963075	-	481
41360	chrX	1963182	1963193	-	78
41361	chrX	1965700	1965728	-	198
41362	chrX	2009170	2009374	-	4026
41363	chrX	2026370	2026448	-	110
41364	chrX	2036458	2036495	-	697
41365	chrX	2040867	2041044	-	973
41366	chrX	2041205	2041344	-	1375
41367	chrX	2042264	2042296	-	81
41368	chrX	2042339	2042368	-	80
41369	chrX	2043828	2043833	-	155
41370	chrX	2048389	2048397	-	584
41371	chrX	2049967	2050122	-	726
41372	chrX	2054994	2055036	-	59
41373	chrX	2059703	2059732	-	80
41374	chrX	2061914	2061949	-	194
41375	chrX	2064936	2065017	-	395
41376	chrX	2065081	2065171	-	875
41377	chrX	2065820	2065825	-	68
41378	chrX	2066299	2066408	-	2319
41379	chrX	2067913	2067932	-	59
41380	chrX	2068501	2068582	-	517
41381	chrX	2072062	2072063	-	312
41382	chrX	2075843	2075913	-	292
41383	chrX	2079675	2079785	-	156
41384	chrX	2080193	2080239	-	187
41385	chrX	2080334	2080409	-	872
41386	chrX	2118335	2118413	-	162
41387	chrX	2123311	2123317	-	274
41388	chrX	2123759	2123760	-	89
41389	chrX	2136880	2136886	-	196
41390	chrX	2138646	2138719	-	144
41391	chrX	2149499	2149699	-	6510
41392	chrX	2150063	2150070	-	160
41393	chrX	2151869	2151914	-	125
41394	chrX	2152336	2152389	-	508
41395	chrX	2158958	2159003	-	866
41396	chrX	2171591	2171631	-	67
41397	chrX	2184289	2184380	-	989
41398	chrX	2184608	2184666	-	617
41399	chrX	2193036	2193109	-	2754
41400	chrX	2201432	2201434	-	88
41401	chrX	2201710	2201871	-	7406
41402	chrX	2204415	2204479	-	201
41403	chrX	2204555	2204559	-	56
41404	chrX	2216913	2216983	-	121
41405	chrX	2222286	2222290	-	474
41406	chrX	2232550	2232600	-	81
41407	chrX	2241974	2242028	-	297
41408	chrX	2248116	2248155	-	72
41409	chrX	2248347	2248385	-	286
41410	chrX	2249232	2249264	-	60
41411	chrX	2249765	2249771	-	59
41412	chrX	2249849	2249910	-	643
41413	chrX	2251089	2251096	-	94
41414	chrX	2251357	2251366	-	219
41415	chrX	2251529	2251569	-	362
41416	chrX	2251825	2251828	-	74
41417	chrX	2251991	2251997	-	275
41418	chrX	2254126	2254136	-	721
41419	chrX	2262346	2262350	-	68
41420	chrX	2262453	2262506	-	371
41421	chrX	2270695	2270766	-	2526
41422	chrX	2274909	2275103	-	2277
41423	chrX	2292640	2292803	-	6421
41424	chrX	2293405	2293411	-	204
41425	chrX	2319805	2319830	-	54
41426	chrX	2322152	2322289	-	471
41427	chrX	2327387	2327401	-	65
41428	chrX	2332164	2332203	-	98
41429	chrX	2332395	2332511	-	804
41430	chrX	2334660	2334678	-	106
41431	chrX	2344426	2344512	-	162
41432	chrX	2344569	2344668	-	990
41433	chrX	2345850	2345879	-	92
41434	chrX	2346532	2346779	-	2807
41435	chrX	2347906	2347970	-	198
41436	chrX	2349776	2349974	-	4987
41437	chrX	2354264	2354265	-	78
41438	chrX	2361205	2361312	-	158
41439	chrX	2366365	2366371	-	1440
41440	chrX	2374471	2374509	-	62
41441	chrX	2384746	2384850	-	775
41442	chrX	2425757	2425976	-	513
41443	chrX	2426042	2426048	-	98
41444	chrX	2442991	2443073	-	169
41445	chrX	2443757	2443812	-	169
41446	chrX	2443890	2444005	-	3043
41447	chrX	2482953	2482957	-	52
41448	chrX	2496124	2496159	-	131
41449	chrX	2517646	2517652	-	546
41450	chrX	2529601	2529647	-	63
41451	chrX	2545421	2545429	-	1239
41452	chrX	2573320	2573405	-	122
41453	chrX	2580204	2580326	-	1008
41454	chrX	2584374	2584501	-	362
41455	chrX	2585311	2585402	-	566
41456	chrX	2601908	2601924	-	81
41457	chrX	2603807	2603877	-	227
41458	chrX	2604013	2604155	-	5772
41459	chrX	2608721	2608726	-	76
41460	chrX	2608850	2608910	-	139
41461	chrX	2610064	2610220	-	532
41462	chrX	2610291	2610439	-	4521
41463	chrX	2624569	2624634	-	1717
41464	chrX	2682640	2682710	-	118
41465	chrX	2682790	2682832	-	140
41466	chrX	2682887	2683007	-	2445
41467	chrX	2696138	2696160	-	81
41468	chrX	2698007	2698102	-	1575
41469	chrX	2698150	2698249	-	4029
41470	chrX	2703066	2703124	-	180
41471	chrX	2703533	2703563	-	53
41472	chrX	2703656	2703789	-	314
41473	chrX	2706636	2706655	-	56
41474	chrX	2706700	2706723	-	271
41475	chrX	2707347	2707519	-	2496
41476	chrX	2713107	2713139	-	52
41477	chrX	2713865	2713891	-	164
41478	chrX	2713936	2713957	-	338
41479	chrX	2718502	2718551	-	96
41480	chrX	2719679	2719684	-	86
41481	chrX	2720189	2720325	-	782
41482	chrX	2720706	2720755	-	77
41483	chrX	2732097	2732219	-	3894
41484	chrX	2732549	2732550	-	71
41485	chrX	2736492	2736502	-	58
41486	chrX	2738719	2738772	-	88
41487	chrX	2739312	2739409	-	266
41488	chrX	2742889	2742891	-	305
41489	chrX	2744063	2744069	-	323
41490	chrX	2760581	2760630	-	556
41491	chrX	2789785	2789800	-	327
41492	chrX	2790454	2790600	-	15670
41493	chrX	2790845	2790846	-	52
41494	chrX	2791232	2791235	-	86
41495	chrX	2791275	2791323	-	191
41496	chrX	2791868	2791952	-	339
41497	chrX	2792156	2792259	-	287
41498	chrX	2792358	2792495	-	5844
41499	chrX	2792735	2792852	-	417
41500	chrX	2810150	2810209	-	371
41501	chrX	2817105	2817146	-	202
41502	chrX	2817203	2817227	-	77
41503	chrX	2817672	2817697	-	68
41504	chrX	2873318	2873354	-	100
41505	chrX	2939334	2939411	-	636
41506	chrX	3067494	3067528	-	128
41507	chrX	3094918	3094971	-	264
41508	chrX	3163866	3163905	-	339
41509	chrX	3172795	3172836	-	136
41510	chrX	3173055	3173193	-	27197
41511	chrX	3174275	3174303	-	52
41512	chrX	3244358	3244404	-	96
41513	chrX	3261138	3261149	-	57
41514	chrX	3316280	3316452	-	8929
41515	chrX	3350119	3350173	-	88
41516	chrX	3369991	3370016	-	90
41517	chrX	3372993	3373000	-	69
41518	chrX	3384794	3384816	-	180
41519	chrX	3393212	3393247	-	57
41520	chrX	3393438	3393550	-	4331
41521	chrX	3435360	3435364	-	51
41522	chrX	3435663	3435887	-	9543
41523	chrX	3449036	3449112	-	164
41524	chrX	3459315	3459317	-	59
41525	chrX	3459418	3459419	-	129
41526	chrX	3460198	3460343	-	26658
41527	chrX	3463863	3464089	-	9181
41528	chrX	3466524	3466608	-	432
41529	chrX	3466815	3466846	-	98
41530	chrX	3472886	3472905	-	59
41531	chrX	3473392	3473551	-	2675
41532	chrX	3485302	3485435	-	7075
41533	chrX	3492086	3492188	-	289
41534	chrX	3504617	3504622	-	146
41535	chrX	3504800	3504908	-	2062
41536	chrX	3546078	3546111	-	7822
41537	chrX	3573565	3573606	-	204
41538	chrX	3594838	3594908	-	475
41539	chrX	3669733	3669804	-	72
41540	chrX	3671429	3671532	-	790
41541	chrX	3719567	3719684	-	1336
41542	chrX	3773830	3773858	-	51
41543	chrX	3779646	3779653	-	91
41544	chrX	3798982	3799037	-	343
41545	chrX	3826011	3826029	-	120
41546	chrX	3862053	3862057	-	435
41547	chrX	3862395	3862455	-	1700
41548	chrX	3862694	3862754	-	1171
41549	chrX	3866374	3866435	-	154
41550	chrX	3868290	3868328	-	376
41551	chrX	3869730	3869822	-	211
41552	chrX	3880119	3880172	-	68
41553	chrX	3881820	3881881	-	251
41554	chrX	3930907	3930946	-	62
41555	chrX	3935897	3935914	-	106
41556	chrX	3936167	3936257	-	252
41557	chrX	3957072	3957099	-	83
41558	chrX	3962149	3962213	-	168
41559	chrX	3965067	3965355	-	1651
41560	chrX	3969429	3969529	-	243
41561	chrX	3970508	3970591	-	73
41562	chrX	4001533	4001614	-	1147
41563	chrX	4015250	4015278	-	63
41564	chrX	4049380	4049468	-	434
41565	chrX	4100802	4100859	-	78
41566	chrX	4100908	4101038	-	403
41567	chrX	4103681	4103695	-	80
41568	chrX	4103912	4103913	-	60
41569	chrX	4104175	4104243	-	574
41570	chrX	4104310	4104383	-	697
41571	chrX	4104559	4104629	-	57
41572	chrX	4104853	4104860	-	56
41573	chrX	4113490	4113532	-	303
41574	chrX	4113687	4113803	-	328
41575	chrX	4116830	4116925	-	150
41576	chrX	4117288	4117434	-	1097
41577	chrX	4122497	4122531	-	101
41578	chrX	4142760	4142813	-	142
41579	chrX	4195107	4195116	-	71
41580	chrX	4206085	4206091	-	1028
41581	chrX	4243170	4243197	-	104
41582	chrX	4246286	4246365	-	1386
41583	chrX	4252260	4252362	-	398
41584	chrX	4252661	4252818	-	20935
41585	chrX	4254487	4254543	-	125
41586	chrX	4275949	4276001	-	219
41587	chrX	4276646	4276716	-	90
41588	chrX	4276818	4276866	-	374
41589	chrX	4276963	4277087	-	45194
41590	chrX	4277865	4278078	-	17046
41591	chrX	4302345	4302426	-	8632
41592	chrX	4311454	4311592	-	124
41593	chrX	4311657	4311824	-	15281
41594	chrX	4316400	4316459	-	51
41595	chrX	4322159	4322247	-	3681
41596	chrX	4329267	4329283	-	78
41597	chrX	4329332	4329514	-	14168
41598	chrX	4380446	4380464	-	75
41599	chrX	4477453	4477486	-	90
41600	chrX	4501224	4501265	-	153
41601	chrX	4540561	4540640	-	1753
41602	chrX	4548711	4548794	-	1344
41603	chrX	4553424	4553436	-	85
41604	chrX	4553506	4553653	-	1198
41605	chrX	4553989	4554033	-	224
41606	chrX	4554074	4554218	-	3681
41607	chrX	4554296	4554463	-	4824
41608	chrX	4560408	4560495	-	704
41609	chrX	4571696	4571731	-	88
41610	chrX	4571834	4572033	-	19377
41611	chrX	4574890	4574916	-	59
41612	chrX	4613348	4613365	-	94
41613	chrX	4630252	4630283	-	67
41614	chrX	4630447	4630597	-	12100
41615	chrX	4630852	4631047	-	1080
41616	chrX	4634477	4634513	-	149
41617	chrX	4634570	4634628	-	435
41618	chrX	4635423	4635590	-	6003
41619	chrX	4635879	4636022	-	4916
41620	chrX	4639889	4639893	-	90
41621	chrX	4642029	4642068	-	77
41622	chrX	4644786	4644908	-	4339
41623	chrX	4649769	4649830	-	664
41624	chrX	4660374	4660446	-	610
41625	chrX	4676052	4676085	-	76
41626	chrX	4677486	4677531	-	500
41627	chrX	4677746	4677789	-	124
41628	chrX	4679497	4679598	-	3963
41629	chrX	4686183	4686277	-	274
41630	chrX	4686732	4686947	-	6113
41631	chrX	4770080	4770198	-	5799
41632	chrX	4771588	4771618	-	61
41633	chrX	4776416	4776418	-	162
41634	chrX	4776563	4776566	-	99
41635	chrX	4776857	4776858	-	71
41636	chrX	4777339	4777469	-	11925
41637	chrX	4782653	4782660	-	79
41638	chrX	4782708	4782849	-	9619
41639	chrX	4787978	4788025	-	54
41640	chrX	4798388	4798410	-	109
41641	chrX	4803814	4803827	-	1304
41642	chrX	4804856	4804915	-	18534
41643	chrX	4874249	4874277	-	94
41644	chrX	4874415	4874468	-	566
41645	chrX	4927625	4927626	-	233
41646	chrX	4928635	4928674	-	684
41647	chrX	4928779	4928804	-	81
41648	chrX	4928888	4928933	-	133
41649	chrX	4929736	4930065	-	3510
41650	chrX	4931189	4931200	-	321
41651	chrX	4931731	4931739	-	666
41652	chrX	4932558	4932598	-	89
41653	chrX	4932639	4932694	-	1845
41654	chrX	4933720	4933750	-	1348
41655	chrX	4934912	4934926	-	5554
41656	chrX	4935538	4935539	-	54
