consensus.cluster	chr	start	end	strand	tpm
45939	chr3R	30935388	30935579	-	7300
45940	chr3R	30939999	30940010	-	345
45941	chr3R	30941559	30941596	-	109
45942	chr3R	30963274	30963343	-	2732
45943	chr3R	30966328	30966338	-	108
45944	chr3R	30969545	30969573	-	82
45945	chr3R	30980875	30980898	-	252
45946	chr3R	30981275	30981313	-	302
45947	chr3R	30989470	30989826	-	49831
45948	chr3R	30989931	30989941	-	99
45949	chr3R	30991148	30991184	-	678
45950	chr3R	30991690	30992084	-	92809
45951	chr3R	30992650	30992672	-	154
45952	chr3R	30998540	30998549	-	275
45953	chr3R	30998591	30998615	-	66
45954	chr3R	31037227	31037228	-	65
45955	chr3R	31052517	31052684	-	3798
45956	chr3R	31052727	31052787	-	239
45957	chr3R	31054969	31054984	-	905
45958	chr3R	31055025	31055077	-	397
45959	chr3R	31055196	31055288	-	2244
45960	chr3R	31056124	31056154	-	354
45961	chr3R	31056336	31056458	-	7050
45962	chr3R	31058541	31058619	-	4857
45963	chr3R	31060374	31060552	-	5022
45964	chr3R	31061069	31061125	-	2721
45965	chr3R	31062743	31062747	-	223
45966	chr3R	31074244	31074250	-	83
45967	chr3R	31090711	31090713	-	122
45968	chr3R	31091017	31091048	-	285
45969	chr3R	31098749	31098788	-	265
45970	chr3R	31098857	31099008	-	1312
45971	chr3R	31100050	31100104	-	1000
45972	chr3R	31101297	31101316	-	150
45973	chr3R	31106436	31106586	-	5079
45974	chr3R	31106878	31106946	-	922
45975	chr3R	31117723	31117724	-	70
45976	chr3R	31122340	31122733	-	9803
45977	chr3R	31127943	31128003	-	1639
45978	chr3R	31140586	31140713	-	1297
45979	chr3R	31151195	31151199	-	84
45980	chr3R	31151295	31151297	-	929
45981	chr3R	31152359	31152360	-	105
45982	chr3R	31158143	31158156	-	121
45983	chr3R	31158281	31158282	-	144
45984	chr3R	31178379	31178421	-	169
45985	chr3R	31179568	31179609	-	912
45986	chr3R	31188089	31188119	-	677
45987	chr3R	31204179	31204183	-	176
45988	chr3R	31210962	31211125	-	2579
45989	chr3R	31214757	31214789	-	677
45990	chr3R	31214841	31214848	-	313
45991	chr3R	31214895	31214905	-	433
45992	chr3R	31214994	31215008	-	549
45993	chr3R	31215059	31215067	-	213
45994	chr3R	31215143	31215154	-	492
45995	chr3R	31215221	31215254	-	257
45996	chr3R	31216137	31216316	-	29535
45997	chr3R	31216696	31217128	-	74513
45998	chr3R	31217177	31217180	-	97
45999	chr3R	31218993	31219017	-	2046
46000	chr3R	31221516	31221526	-	142
46001	chr3R	31228596	31228687	-	537
46002	chr3R	31231552	31231609	-	453
46003	chr3R	31236788	31236807	-	158
46004	chr3R	31236943	31237015	-	384
46005	chr3R	31237141	31237162	-	213
46006	chr3R	31243859	31243878	-	84
46007	chr3R	31243996	31244002	-	66
46008	chr3R	31251956	31251959	-	570
46009	chr3R	31253653	31253660	-	109
46010	chr3R	31255032	31255065	-	231
46011	chr3R	31260479	31260485	-	116
46012	chr3R	31271393	31271412	-	198
46013	chr3R	31278617	31278622	-	53
46014	chr3R	31291679	31291740	-	191
46015	chr3R	31291995	31292025	-	512
46016	chr3R	31302485	31302499	-	117
46017	chr3R	31308148	31308159	-	68
46018	chr3R	31324273	31324372	-	866
46019	chr3R	31348780	31348787	-	109
46020	chr3R	31356220	31356267	-	180
46021	chr3R	31357153	31357160	-	52
46022	chr3R	31374186	31374232	-	105
46023	chr3R	31391789	31391808	-	149
46024	chr3R	31391887	31392160	-	21987
46025	chr3R	31392206	31392237	-	64
46026	chr3R	31392285	31392291	-	121
46027	chr3R	31393478	31393487	-	1722
46028	chr3R	31393578	31393660	-	437
46029	chr3R	31396943	31396948	-	66
46030	chr3R	31397605	31397661	-	55
46031	chr3R	31398460	31398545	-	324
46032	chr3R	31401836	31401932	-	881
46033	chr3R	31406796	31406797	-	80
46034	chr3R	31412436	31412452	-	105
46035	chr3R	31445399	31445441	-	79
46036	chr3R	31449928	31450014	-	379
46037	chr3R	31458379	31458460	-	467
46038	chr3R	31459776	31460060	-	8946
46039	chr3R	31467883	31467891	-	501
46040	chr3R	31470614	31470660	-	113
46041	chr3R	31498939	31498956	-	149
46042	chr3R	31503893	31503905	-	216
46043	chr3R	31507824	31507826	-	71
46044	chr3R	31522620	31522635	-	54
46045	chr3R	31543734	31543768	-	381
46046	chr3R	31566982	31567013	-	578
46047	chr3R	31568019	31568030	-	303
46048	chr3R	31571262	31571272	-	136
46049	chr3R	31573183	31573187	-	89
46050	chr3R	31575811	31575958	-	5687
46051	chr3R	31576064	31576078	-	634
46052	chr3R	31576124	31576377	-	3128
46053	chr3R	31576422	31576559	-	8078
46054	chr3R	31579670	31579675	-	64
46055	chr3R	31580410	31580494	-	55
46056	chr3R	31580593	31580624	-	70
46057	chr3R	31580918	31580933	-	125
46058	chr3R	31592637	31592642	-	153
46059	chr3R	31594636	31594670	-	944
46060	chr3R	31594710	31594738	-	449
46061	chr3R	31594781	31595130	-	67407
46062	chr3R	31595214	31595232	-	83
46063	chr3R	31595499	31595586	-	3338
46064	chr3R	31596047	31596050	-	91
46065	chr3R	31596137	31596147	-	438
46066	chr3R	31596632	31596728	-	2253
46067	chr3R	31597001	31597023	-	89
46068	chr3R	31597571	31597724	-	7264
46069	chr3R	31597870	31597928	-	408
46070	chr3R	31598031	31598643	-	31329
46071	chr3R	31598699	31598990	-	29474
46072	chr3R	31599039	31599110	-	185
46073	chr3R	31605450	31605487	-	246
46074	chr3R	31609674	31609736	-	3612
46075	chr3R	31610926	31610932	-	149
46076	chr3R	31613128	31613193	-	250
46077	chr3R	31615278	31615365	-	1382
46078	chr3R	31615419	31615471	-	99
46079	chr3R	31623006	31623015	-	150
46080	chr3R	31634554	31634555	-	63
46081	chr3R	31657941	31657942	-	65
46082	chr3R	31670592	31670594	-	81
46083	chr3R	31676175	31676231	-	287
46084	chr3R	31677971	31678014	-	438
46085	chr3R	31678131	31678147	-	364
46086	chr3R	31705170	31705193	-	106
46087	chr3R	31707842	31707954	-	4166
46088	chr3R	31707997	31708022	-	441
46089	chr3R	31715340	31715341	-	53
46090	chr3R	31727040	31727135	-	1238
46091	chr3R	31732296	31732331	-	151
46092	chr3R	31732778	31732862	-	876
46093	chr3R	31735485	31735557	-	1716
46094	chr3R	31738309	31738349	-	97
46095	chr3R	31745157	31745465	-	46140
46096	chr3R	31746254	31746325	-	564
46097	chr3R	31746442	31746644	-	13937
46098	chr3R	31748291	31748293	-	70
46099	chr3R	31751816	31751895	-	252
46100	chr3R	31755347	31755357	-	174
46101	chr3R	31759398	31759436	-	580
46102	chr3R	31763303	31763362	-	88
46103	chr3R	31767068	31767170	-	1018
46104	chr3R	31767212	31767215	-	188
46105	chr3R	31767730	31767740	-	220
46106	chr3R	31767804	31767905	-	786
46107	chr3R	31769289	31769345	-	490
46108	chr3R	31772092	31772111	-	89
46109	chr3R	31775044	31775186	-	1664
46110	chr3R	31780807	31780826	-	644
46111	chr3R	31780870	31780957	-	220
46112	chr3R	31787756	31787760	-	96
46113	chr3R	31790942	31791080	-	1161
46114	chr3R	31796237	31796263	-	65
46115	chr3R	31799629	31799634	-	83
46116	chr3R	31800012	31800044	-	167
46117	chr3R	31800411	31800424	-	146
46118	chr3R	31806816	31806846	-	579
46119	chr3R	31806980	31807103	-	3921
46120	chr3R	31809775	31809778	-	94
46121	chr3R	31810450	31810558	-	6905
46122	chr3R	31811610	31811682	-	1312
46123	chr3R	31814653	31814742	-	474
46124	chr3R	31830832	31830841	-	82
46125	chr3R	31831575	31831693	-	959
46126	chr3R	31848568	31848575	-	208
46127	chr3R	31850275	31850287	-	219
46128	chr3R	31850398	31850468	-	410
46129	chr3R	31850728	31850729	-	79
46130	chr3R	31850875	31850893	-	206
46131	chr3R	31851042	31851044	-	109
46132	chr3R	31851290	31851365	-	2791
46133	chr3R	31851473	31851770	-	25236
46134	chr3R	31860361	31860365	-	425
46135	chr3R	31899600	31899602	-	74
46136	chr3R	31933750	31933751	-	303
46137	chr3R	31933791	31933803	-	132
46138	chr3R	31934686	31934701	-	127
46139	chr3R	31935174	31935175	-	95
46140	chr3R	31949046	31949047	-	114
46141	chr3R	31969766	31969771	-	474
46142	chr3R	31985586	31985613	-	736
46143	chr3R	32011814	32011816	-	87
46144	chr3R	32011890	32011894	-	77
46145	chr3R	32014551	32014552	-	57
46146	chr3R	32038258	32038374	-	4848
46147	chr3R	32039270	32039401	-	195
46148	chr3R	32046246	32046248	-	124
46149	chr3R	32048603	32048643	-	845
46150	chr3R	32048920	32049065	-	2876
46151	chr3R	32049478	32049515	-	95
46152	chr3R	32049624	32049650	-	87
46153	chr3R	32051131	32051140	-	323
46154	chr3R	32051870	32051879	-	202
46155	chr3R	32055983	32056012	-	770
46156	chr3R	32056520	32056597	-	1002
46157	chr3R	32056869	32056878	-	71
46158	chr3R	32056958	32056968	-	98
46159	chr3R	32057012	32057410	-	14531
46160	chr3R	32068012	32068049	-	263
46161	chr3R	32068319	32068357	-	3881
46162	chr4	936	970	+	1945
46163	chr4	1329	1473	+	5345
46164	chr4	4881	4957	+	326
46165	chr4	5027	5052	+	2489
46166	chr4	72620	72627	+	66
46167	chr4	94462	94619	+	1663
46168	chr4	94839	94962	+	4054
46169	chr4	107559	107565	+	275
46170	chr4	108484	108586	+	1110
46171	chr4	133902	133911	+	213
46172	chr4	134748	134774	+	95
46173	chr4	143088	143128	+	1027
46174	chr4	152115	152125	+	173
46175	chr4	152358	152378	+	92
46176	chr4	152450	152675	+	2738
46177	chr4	152781	152812	+	165
46178	chr4	153184	153361	+	4522
46179	chr4	210934	210938	+	268
46180	chr4	212920	213218	+	5842
46181	chr4	230172	230192	+	283
46182	chr4	230427	230450	+	287
46183	chr4	245840	245903	+	354
46184	chr4	259313	259315	+	148
46185	chr4	264559	264570	+	274
46186	chr4	308233	308291	+	2441
46187	chr4	308424	308491	+	733
46188	chr4	308554	308628	+	3481
46189	chr4	309152	309177	+	152
46190	chr4	310090	310311	+	18077
46191	chr4	328210	328246	+	261
46192	chr4	361210	361246	+	173
46193	chr4	362453	362458	+	117
46194	chr4	363734	363771	+	583
46195	chr4	366515	366531	+	156
46196	chr4	369543	369738	+	4550
46197	chr4	369990	370002	+	328
46198	chr4	371129	371130	+	63
46199	chr4	372306	372325	+	197
46200	chr4	372386	372563	+	2217
46201	chr4	372642	372832	+	956
46202	chr4	391422	391452	+	104
46203	chr4	391552	391577	+	1381
46204	chr4	395610	395620	+	710
46205	chr4	395676	395972	+	46054
46206	chr4	416209	416211	+	54
46207	chr4	426445	426606	+	7309
46208	chr4	429756	429773	+	194
46209	chr4	438919	438984	+	380
46210	chr4	447163	447174	+	92
46211	chr4	453214	453298	+	925
46212	chr4	453891	453950	+	498
46213	chr4	454021	454039	+	98
46214	chr4	459865	459883	+	296
46215	chr4	467648	467670	+	135
46216	chr4	471107	471223	+	2464
46217	chr4	471440	471476	+	310
46218	chr4	478312	478357	+	116
46219	chr4	490085	490105	+	66
46220	chr4	495703	495704	+	76
46221	chr4	534223	534239	+	84
46222	chr4	534783	534787	+	55
46223	chr4	534944	534948	+	64
46224	chr4	535299	535308	+	74
46225	chr4	535368	535382	+	311
46226	chr4	535540	535545	+	182
46227	chr4	550537	550560	+	91
46228	chr4	552737	552820	+	326
46229	chr4	565541	565556	+	192
46230	chr4	565680	565682	+	108
46231	chr4	565827	565833	+	130
46232	chr4	566774	566775	+	121
46233	chr4	566905	566958	+	872
46234	chr4	567195	567208	+	151
46235	chr4	567256	567263	+	133
46236	chr4	573874	573877	+	90
46237	chr4	573931	573935	+	243
46238	chr4	577294	577301	+	119
46239	chr4	577364	577463	+	2251
46240	chr4	577524	577540	+	551
46241	chr4	591536	591542	+	138
46242	chr4	610743	610756	+	319
46243	chr4	611362	611432	+	234
46244	chr4	612186	612188	+	117
46245	chr4	614264	614274	+	85
46246	chr4	615390	615396	+	168
46247	chr4	620417	620459	+	251
46248	chr4	620648	620700	+	147
46249	chr4	620836	620838	+	97
46250	chr4	640127	640136	+	99
46251	chr4	666199	666238	+	724
46252	chr4	669329	669698	+	4903
46253	chr4	669882	669886	+	487
46254	chr4	671460	671462	+	83
46255	chr4	671593	671599	+	81
46256	chr4	680765	680768	+	505
46257	chr4	685475	685484	+	204
46258	chr4	687124	687129	+	99
46259	chr4	713100	713101	+	55
46260	chr4	714624	714641	+	69
46261	chr4	726019	726029	+	72
46262	chr4	726669	726674	+	503
46263	chr4	730927	730934	+	182
46264	chr4	731583	731597	+	151
46265	chr4	732105	732234	+	1494
46266	chr4	733285	733362	+	604
46267	chr4	733456	733471	+	69
46268	chr4	733532	733543	+	119
46269	chr4	735593	735630	+	777
46270	chr4	735743	735805	+	448
46271	chr4	736029	736030	+	186
46272	chr4	751150	751287	+	1703
46273	chr4	752531	752538	+	143
46274	chr4	752885	752890	+	244
46275	chr4	761822	761878	+	1065
46276	chr4	764530	764546	+	160
46277	chr4	766613	766616	+	100
46278	chr4	770805	770809	+	127
46279	chr4	771687	771689	+	92
46280	chr4	776064	776111	+	624
46281	chr4	807514	807545	+	180
46282	chr4	856878	856889	+	96
46283	chr4	866307	866308	+	98
46284	chr4	960091	960099	+	91
46285	chr4	962718	962791	+	517
46286	chr4	962871	962889	+	172
46287	chr4	1006285	1006288	+	159
46288	chr4	1006622	1006626	+	88
46289	chr4	1029262	1029328	+	2356
46290	chr4	1033553	1033560	+	121
46291	chr4	1034303	1034583	+	32589
46292	chr4	1034696	1034757	+	535
46293	chr4	1034883	1034919	+	301
46294	chr4	1039126	1039127	+	60
46295	chr4	1066137	1066138	+	104
46296	chr4	1066774	1066784	+	299
46297	chr4	1067199	1067200	+	71
46298	chr4	1068577	1068608	+	338
46299	chr4	1068854	1068878	+	64
46300	chr4	1068949	1068986	+	197
46301	chr4	1069031	1069082	+	1454
46302	chr4	1069163	1069180	+	787
46303	chr4	1069335	1069344	+	71
46304	chr4	1069575	1069589	+	114
46305	chr4	1070267	1070293	+	90
46306	chr4	1071471	1071473	+	93
46307	chr4	1071901	1071934	+	79
46308	chr4	1072791	1072817	+	95
46309	chr4	1074009	1074016	+	87
46310	chr4	1074431	1074440	+	552
46311	chr4	1075722	1075737	+	91
46312	chr4	1075895	1076221	+	20076
46313	chr4	1083452	1083461	+	84
46314	chr4	1083895	1083934	+	294
46315	chr4	1124614	1124698	+	559
46316	chr4	1124741	1124894	+	1137
46317	chr4	1124951	1125266	+	38520
46318	chr4	1129081	1129082	+	74
46319	chr4	1130461	1130470	+	298
46320	chr4	1132321	1132399	+	119
46321	chr4	1135857	1135923	+	498
46322	chr4	1166158	1166197	+	194
46323	chr4	1186570	1186573	+	641
46324	chr4	1189316	1189318	+	80
46325	chr4	1189423	1189437	+	272
46326	chr4	1190173	1190180	+	239
46327	chr4	1190235	1190371	+	7288
46328	chr4	1190471	1190475	+	256
46329	chr4	1190522	1190550	+	202
46330	chr4	1192021	1192091	+	1935
46331	chr4	1192231	1192538	+	3482
46332	chr4	1221615	1221626	+	152
46333	chr4	1221919	1221987	+	1008
46334	chr4	1222130	1222156	+	268
46335	chr4	1222912	1222924	+	271
46336	chr4	1223139	1223167	+	572
46337	chr4	1223736	1223737	+	143
46338	chr4	1233815	1233816	+	112
46339	chr4	1234642	1234651	+	212
46340	chr4	1244237	1244312	+	226
46341	chr4	1245847	1245851	+	286
46342	chr4	1248884	1248908	+	153
46343	chr4	1271382	1271419	+	233
46344	chr4	1271686	1271759	+	228
46345	chr4	1279457	1279483	+	248
46346	chr4	1281099	1281103	+	245
46347	chr4	1290932	1290933	+	125
46348	chr4	1316560	1316573	+	205
46349	chr4	1316614	1316681	+	514
46350	chr4	32809	32817	-	225
46351	chr4	40750	40755	-	192
46352	chr4	49239	49242	-	358
46353	chr4	65310	65356	-	197
46354	chr4	66193	66548	-	118536
46355	chr4	116385	116489	-	1474
46356	chr4	119894	119900	-	289
46357	chr4	120873	120874	-	136
46358	chr4	121319	121320	-	197
46359	chr4	123327	123330	-	212
46360	chr4	154708	154835	-	3475
46361	chr4	158331	158346	-	84
46362	chr4	177348	177528	-	4131
46363	chr4	177605	177644	-	92
46364	chr4	177776	177820	-	1708
46365	chr4	178836	178877	-	579
46366	chr4	178936	178981	-	389
46367	chr4	181386	181394	-	134
46368	chr4	184071	184117	-	778
46369	chr4	184391	184401	-	92
46370	chr4	184548	184568	-	529
46371	chr4	189003	189010	-	360
46372	chr4	200309	200394	-	1017
46373	chr4	215009	215081	-	292
46374	chr4	228565	228608	-	115
46375	chr4	245015	245026	-	153
46376	chr4	247123	247125	-	84
46377	chr4	259371	259377	-	229
46378	chr4	267959	267963	-	54
46379	chr4	312693	312933	-	4862
46380	chr4	313405	313414	-	208
46381	chr4	313641	313656	-	425
46382	chr4	313717	313752	-	865
46383	chr4	328812	328823	-	711
46384	chr4	329028	329042	-	104
46385	chr4	330473	330481	-	110
46386	chr4	330820	330836	-	125
46387	chr4	331162	331182	-	83
46388	chr4	331235	331359	-	294
46389	chr4	352447	352560	-	2325
46390	chr4	354357	354555	-	5024
46391	chr4	354837	354863	-	131
46392	chr4	390140	390153	-	318
46393	chr4	395443	395464	-	168
46394	chr4	436947	436973	-	1183
46395	chr4	437031	437041	-	80
46396	chr4	437115	437128	-	122
46397	chr4	437205	437514	-	4814
46398	chr4	440523	440636	-	2312
46399	chr4	441389	441443	-	649
46400	chr4	442266	442377	-	6303
46401	chr4	442863	442912	-	238
46402	chr4	442988	442996	-	112
46403	chr4	443573	443695	-	338
46404	chr4	445303	445368	-	138
46405	chr4	457848	457862	-	88
46406	chr4	459876	460130	-	17429
46407	chr4	460201	460255	-	244
46408	chr4	461522	461822	-	18383
46409	chr4	461929	461960	-	87
46410	chr4	463460	463582	-	2376
46411	chr4	464026	464029	-	170
46412	chr4	464278	464395	-	5706
46413	chr4	465649	465650	-	149
46414	chr4	472099	472111	-	133
46415	chr4	472167	472384	-	1320
46416	chr4	473046	473058	-	359
46417	chr4	477908	477909	-	51
46418	chr4	478809	478817	-	118
46419	chr4	479940	479943	-	170
46420	chr4	480726	480767	-	304
46421	chr4	524555	524667	-	668
46422	chr4	524845	524861	-	161
46423	chr4	545247	545271	-	260
46424	chr4	547457	547487	-	442
46425	chr4	547615	547626	-	74
46426	chr4	549418	549434	-	335
46427	chr4	553031	553037	-	242
46428	chr4	568274	568423	-	3955
46429	chr4	588514	588549	-	83
46430	chr4	597602	597651	-	64
46431	chr4	622598	622633	-	532
46432	chr4	622769	622787	-	345
46433	chr4	623215	623373	-	1199
46434	chr4	624436	624466	-	120
46435	chr4	624795	624800	-	73
46436	chr4	636288	636304	-	91
46437	chr4	639591	639592	-	63
46438	chr4	649740	649805	-	955
46439	chr4	649978	650238	-	8325
46440	chr4	651475	651507	-	299
46441	chr4	653214	653216	-	256
46442	chr4	655217	655218	-	75
46443	chr4	656123	656137	-	97
46444	chr4	658369	658466	-	436
46445	chr4	660439	660471	-	379
46446	chr4	660964	660981	-	506
46447	chr4	661873	661878	-	189
46448	chr4	691581	691682	-	367
46449	chr4	691775	691788	-	409
46450	chr4	691918	691924	-	81
46451	chr4	692696	692698	-	360
46452	chr4	693926	694002	-	164
46453	chr4	694219	694267	-	877
46454	chr4	742283	742292	-	58
46455	chr4	764859	764860	-	88
46456	chr4	776352	776477	-	926
46457	chr4	778453	778462	-	109
46458	chr4	778610	778648	-	285
46459	chr4	778717	778860	-	3404
46460	chr4	778916	778937	-	99
46461	chr4	779764	779776	-	226
46462	chr4	779916	779920	-	263
46463	chr4	780014	780356	-	9226
46464	chr4	781006	781089	-	1268
46465	chr4	781423	781427	-	362
46466	chr4	781604	781607	-	108
46467	chr4	783048	783076	-	187
46468	chr4	783545	783549	-	499
46469	chr4	785822	785826	-	176
46470	chr4	786293	786460	-	6624
46471	chr4	786514	786626	-	142
46472	chr4	800926	800942	-	146
46473	chr4	801156	801177	-	213
46474	chr4	806574	806606	-	65
46475	chr4	812394	812398	-	116
46476	chr4	836977	837009	-	1067
46477	chr4	837096	837192	-	104
46478	chr4	853549	853551	-	123
46479	chr4	855348	855557	-	9260
46480	chr4	855617	855633	-	1933
46481	chr4	855685	855834	-	6588
46482	chr4	860305	860358	-	254
46483	chr4	860552	860584	-	835
46484	chr4	860663	860673	-	106
46485	chr4	861882	862216	-	18256
46486	chr4	862259	862293	-	209
46487	chr4	862344	862420	-	465
46488	chr4	864032	864066	-	573
46489	chr4	865255	865266	-	457
46490	chr4	871411	871513	-	1098
46491	chr4	871984	871990	-	328
46492	chr4	882457	882465	-	119
46493	chr4	882890	882992	-	693
46494	chr4	885533	885589	-	521
46495	chr4	887003	887025	-	172
46496	chr4	889566	889567	-	72
46497	chr4	889609	889614	-	138
46498	chr4	890492	890495	-	95
46499	chr4	891162	891175	-	123
46500	chr4	897982	898032	-	135
46501	chr4	898526	898542	-	413
46502	chr4	915264	915529	-	8718
46503	chr4	917040	917044	-	139
46504	chr4	918760	918761	-	467
46505	chr4	919234	919243	-	654
46506	chr4	919621	919798	-	9158
46507	chr4	920427	920434	-	103
46508	chr4	926040	926052	-	483
46509	chr4	941831	941859	-	252
46510	chr4	947423	947433	-	282
46511	chr4	947580	947617	-	60
46512	chr4	951560	951583	-	168
46513	chr4	951639	951708	-	371
46514	chr4	951783	951795	-	104
46515	chr4	952098	952103	-	378
46516	chr4	954572	954672	-	1145
46517	chr4	956612	956863	-	1587
46518	chr4	962275	962276	-	139
46519	chr4	962340	962377	-	147
46520	chr4	962684	962686	-	310
46521	chr4	1009892	1009932	-	135
46522	chr4	1010733	1010735	-	164
46523	chr4	1011708	1011711	-	307
46524	chr4	1013632	1013662	-	428
46525	chr4	1014202	1014263	-	644
46526	chr4	1014329	1014382	-	189
46527	chr4	1015444	1015466	-	1326
46528	chr4	1016828	1016830	-	137
46529	chr4	1018581	1018631	-	1365
46530	chr4	1018686	1018701	-	75
46531	chr4	1019380	1019383	-	312
46532	chr4	1022401	1022402	-	804
46533	chr4	1023432	1023489	-	76
46534	chr4	1023593	1023644	-	152
46535	chr4	1028648	1028733	-	1934
46536	chr4	1029704	1030138	-	19436
46537	chr4	1030185	1030240	-	393
46538	chr4	1037120	1037175	-	728
46539	chr4	1037219	1037263	-	413
46540	chr4	1038425	1038429	-	207
46541	chr4	1040551	1040600	-	404
46542	chr4	1040788	1040791	-	278
46543	chr4	1045155	1045174	-	815
46544	chr4	1045228	1045245	-	338
46545	chr4	1045352	1045354	-	71
46546	chr4	1047262	1047263	-	229
46547	chr4	1050601	1050607	-	533
46548	chr4	1050689	1050756	-	474
46549	chr4	1057340	1057503	-	6032
46550	chr4	1058859	1058901	-	1078
46551	chr4	1058947	1058978	-	81
46552	chr4	1059616	1059632	-	150
46553	chr4	1059690	1059722	-	206
46554	chr4	1072127	1072168	-	1966
46555	chr4	1077755	1077775	-	99
46556	chr4	1083202	1083253	-	84
46557	chr4	1115254	1115373	-	1493
46558	chr4	1115414	1115420	-	102
46559	chr4	1115470	1115479	-	700
46560	chr4	1115745	1115887	-	3010
46561	chr4	1117120	1117133	-	285
46562	chr4	1118180	1118261	-	90
46563	chr4	1121462	1121465	-	572
46564	chr4	1172450	1172470	-	307
46565	chr4	1172533	1172677	-	822
46566	chr4	1172725	1172836	-	946
46567	chr4	1173086	1173099	-	135
46568	chr4	1174038	1174046	-	97
46569	chr4	1174428	1174470	-	434
46570	chr4	1174536	1174603	-	1528
46571	chr4	1174981	1175104	-	2035
46572	chr4	1181046	1181112	-	805
46573	chr4	1192418	1192572	-	3050
46574	chr4	1195029	1195081	-	882
46575	chr4	1195337	1195422	-	543
46576	chr4	1195498	1195589	-	2129
46577	chr4	1195659	1195687	-	267
46578	chr4	1195742	1195761	-	207
46579	chr4	1195902	1195951	-	548
46580	chr4	1196128	1196129	-	91
46581	chr4	1196387	1196417	-	71
46582	chr4	1196462	1196465	-	2173
46583	chr4	1196653	1196685	-	159
46584	chr4	1221474	1221475	-	77
46585	chr4	1221998	1221999	-	104
46586	chr4	1225736	1225742	-	81
46587	chr4	1226155	1226171	-	102
46588	chr4	1229957	1229964	-	221
46589	chr4	1271964	1271977	-	401
46590	chr4	1278669	1278694	-	532
46591	chr4	1278769	1279034	-	31929
46592	chr4	1279120	1279249	-	836
46593	chr4	1279803	1279806	-	510
46594	chr4	1280456	1280523	-	297
46595	chr4	1280655	1280660	-	78
46596	chr4	1280771	1280878	-	577
46597	chr4	1280982	1281157	-	5224
46598	chr4	1281217	1281387	-	642
46599	chr4	1289102	1289103	-	422
46600	chr4	1295017	1295298	-	127064
46601	chr4	1295346	1295368	-	110
46602	chr4	1295460	1295577	-	342
46603	chr4	1295874	1295876	-	129
46604	chr4	1295961	1295964	-	682
46605	chr4	1296024	1296084	-	1140
46606	chr4	1296779	1296809	-	1521
46607	chr4	1302776	1302822	-	116
46608	chr4	1303594	1303599	-	90
46609	chr4	1303836	1303900	-	116
46610	chr4	1303949	1303952	-	289
46611	chr4	1304055	1304552	-	9619
46612	chr4	1304733	1304795	-	1636
46613	chr4	1305276	1305293	-	448
46614	chr4	1307077	1307106	-	210
46615	chr4	1316239	1316269	-	103
46616	chr4	1316554	1317012	-	8430
46617	chr4	1317236	1317282	-	419
46618	chr4	1319554	1319629	-	589
46619	chrX	52244	52382	+	1050
46620	chrX	52508	52559	+	3578
46621	chrX	52812	52842	+	197
46622	chrX	52912	52980	+	707
46623	chrX	53580	53587	+	105
46624	chrX	53976	54179	+	2244
46625	chrX	54546	54678	+	543
46626	chrX	54765	54863	+	248
46627	chrX	58368	58379	+	178
46628	chrX	60685	60817	+	3305
46629	chrX	61031	61100	+	66
46630	chrX	61231	61297	+	5594
46631	chrX	61355	61372	+	75
46632	chrX	61422	61453	+	490
46633	chrX	63735	63745	+	115
46634	chrX	63801	63811	+	184
46635	chrX	90034	90059	+	90
46636	chrX	111086	111119	+	64
46637	chrX	111659	111753	+	1217
46638	chrX	112343	112374	+	85
46639	chrX	113758	113795	+	181
46640	chrX	116391	116400	+	93
46641	chrX	122607	122733	+	2571534
46642	chrX	128253	128254	+	72
46643	chrX	139029	139040	+	109
46644	chrX	139840	139887	+	222
46645	chrX	140333	140360	+	114
46646	chrX	148923	148962	+	60
46647	chrX	149023	149118	+	568
46648	chrX	186323	186329	+	54
46649	chrX	186646	186675	+	141
46650	chrX	198712	198794	+	484
46651	chrX	199102	199110	+	114
46652	chrX	199472	199521	+	107
46653	chrX	246371	246390	+	192
46654	chrX	247003	247009	+	166
46655	chrX	247109	247177	+	514
46656	chrX	247225	247246	+	754
46657	chrX	247426	247432	+	90
46658	chrX	248474	248480	+	186
46659	chrX	249159	249184	+	219
46660	chrX	249508	249630	+	493
46661	chrX	253418	253426	+	257
46662	chrX	253798	253804	+	78
46663	chrX	255329	255455	+	2970
46664	chrX	258291	258483	+	2671
46665	chrX	307706	307892	+	12705
46666	chrX	308091	308143	+	96
46667	chrX	308183	308222	+	2897
46668	chrX	308558	308943	+	91946
46669	chrX	352786	352914	+	1853
46670	chrX	353369	353371	+	59
46671	chrX	356529	356543	+	316
46672	chrX	356588	356636	+	122
46673	chrX	361084	361197	+	4243
46674	chrX	369456	369482	+	73
46675	chrX	377118	377319	+	1921
46676	chrX	377465	377467	+	87
46677	chrX	379006	379029	+	452
46678	chrX	381001	381005	+	83
46679	chrX	386279	386329	+	348
46680	chrX	457194	457195	+	103
46681	chrX	459189	459210	+	179
46682	chrX	459856	459912	+	158
46683	chrX	474239	474253	+	95
46684	chrX	474605	474667	+	131
46685	chrX	478162	478196	+	716
46686	chrX	480118	480175	+	653
46687	chrX	482519	482658	+	1722
46688	chrX	487565	487573	+	63
46689	chrX	487967	487971	+	72
46690	chrX	490547	490749	+	5074
46691	chrX	493584	493587	+	119
46692	chrX	495931	495953	+	90
