#Transcript	Name/Description	Gene	Gene Description	DEA Result	Regulated	(1 - Probability)	Probability	Log2FC	Control MeanExpLevel	Test MeanExpLevel
G8922.2	novel	lncRNA_CR45550	lncRNA_CR45550	DE	DOWN	0.00115	0.99885	-1.8	1375.34	394.34
G8924.16	FBtr0081798	DNApol-iota		DE	UP	4.6E-4	0.99954	1.83	355.25	1266.12
G8924.6	FBtr0081797	DNApol-iota		Not DE		2.1E-4	0.99979	0.91	1596.04	2989.24
G8924.8	FBtr0081798	DNApol-iota		Not DE		0.00523	0.99477	-0.89	1522.36	819.52
G8925.12	FBtr0100368	Ada2b		Not DE		0.28657	0.71343	-0.22	1128.62	971.92
G8925.13	novel	CG9636_Ada2b	CG9636_Ada2b	Not DE		0.43706	0.56294	-0.23	449.37	383.28
G8925.20	FBtr0081807	Ada2b		Not DE		0.23975	0.76025	0.48	325.96	455.59
G8925.21	novel	CG9636_Ada2b	CG9636_Ada2b	DE	UP	0.00217	0.99783	5.05	8.37	278.15
G8925.22	FBtr0081807	Ada2b		Not DE		0.06257	0.93743	-0.81	612.59	349.89
G8925.24	FBtr0081807	Ada2b		DE	UP	0.0	1.0	3.43	121.14	1308.62
G8925.27	FBtr0100368	Ada2b		Not DE		0.07783	0.92217	-0.84	533.29	297.06
G8925.28	FBtr0081807	Ada2b		DE	UP	0.0	1.0	17.98	0.0	1290.22
G8925.29	FBtr0081807	Ada2b		DE	DOWN	0.0	1.0	-9.14	231.67	0.41
G8925.31	FBtr0100368	Ada2b		DE	DOWN	0.00199	0.99801	-1.45	1063.03	388.9
G8925.33	FBtr0081807	Ada2b		DE	DOWN	0.03452	0.96548	-2.25	167.71	35.26
G8925.34	FBtr0081806	CG9636		Not DE		0.00925	0.99075	-0.75	2028.27	1209.21
G8925.35	novel	CG9636		DE	UP	0.0	1.0	15.28	0.0	198.86
G8925.43	FBtr0081806	CG9636		Not DE		0.032	0.968	-0.42	1874.55	1401.32
G8925.47	FBtr0081806	CG9636		DE	DOWN	0.0	1.0	-15.66	258.94	0.0
G8925.48	FBtr0081806	CG9636		DE	UP	0.00181	0.99819	2.8	55.83	388.26
G8925.49	novel	CG9636		DE	UP	0.00462	0.99538	4.66	3.19	80.65
G8925.50	novel	CG9636		DE	UP	0.0	1.0	14.63	0.0	127.03
G8926.14	FBtr0339607	CG33722		DE	DOWN	0.0	1.0	-1.5	10687.42	3778.13
G8926.19	FBtr0091719	CG33722		Not DE		0.08576	0.91424	0.3	1194.02	1470.21
G8926.2	novel	CG18749		DE	UP	0.0	1.0	14.98	0.0	161.12
G8926.21	FBtr0091719	CG33722		Not DE		0.00731	0.99269	-0.96	1574.74	808.01
G8926.23	FBtr0091719	CG33722		DE	UP	0.0	1.0	18.74	0.0	2193.98
G8926.3	novel	novelGene_CG9636_AS	novelGene_CG9636_AS	DE	UP	0.02041	0.97959	1.28	91.53	221.54
G8926.30	FBtr0310080	mtg		Not DE		0.54358	0.45642	-0.11	768.57	710.77
G8926.39	FBtr0344714	mtg		DE	UP	0.0	1.0	19.31	0.0	3254.12
G8926.4	novel	mtg		DE	UP	0.0	1.0	16.64	0.0	510.34
G8926.40	FBtr0344714	mtg		DE	UP	0.0	1.0	15.57	0.0	243.14
G8926.9	FBtr0339607	CG33722		DE	UP	0.01932	0.98068	1.06	240.08	500.82
G8928.1	novel	Mcm2		DE	DOWN	0.00179	0.99821	-1.47	1462.64	527.7
G8928.2	novel	Mcm2		DE	UP	0.04327	0.95673	1.24	74.77	176.56
G8928.3	novel	Mcm2		DE	UP	0.00359	0.99641	1.26	553.37	1326.06
G8929.13	FBtr0081867	RpA-70		DE	DOWN	0.0	1.0	-3.94	8032.29	522.91
G8929.16	novel	RpA-70		DE	UP	0.01368	0.98632	3.16	11.44	102.09
G8929.2	FBtr0081867	RpA-70		DE	DOWN	0.00124	0.99876	-1.73	1555.68	467.67
G8929.21	FBtr0081866	CG9630		Not DE		0.0118	0.9882	0.74	840.46	1402.12
G8929.5	novel	RpA-70		DE	UP	0.00307	0.99693	2.82	70.61	499.81
G8929.6	novel	RpA-70		DE	UP	2.0E-4	0.9998	4.12	26.3	455.77
G8929.7	novel	RpA-70		Not DE		0.07727	0.92273	0.5	1510.16	2129.76
G8929.8	novel	RpA-70		DE	UP	0.00321	0.99679	2.86	22.63	163.89
G893.2	novel	novelGene_53	novelGene_53	DE	UP	0.0	1.0	6.42	20.17	1727.75
G8931.3	novel	novelGene_573	novelGene_573	DE	UP	7.4E-4	0.99926	1.82	288.03	1016.6
G8936.1	FBtr0081831	CG31463		DE	UP	0.0	1.0	7.15	11.09	1570.38
G8937.12	FBtr0306805	CG9626		Not DE		0.02368	0.97632	0.58	875.44	1312.13
G8937.13	FBtr0306806	CG9626		Not DE		0.18865	0.81135	-0.61	162.88	106.59
G8937.7	FBtr0332541	CG9626		DE	UP	0.00201	0.99799	1.15	896.99	1985.53
G8937.8	novel	CG9626		Not DE		0.64837	0.35163	-0.2	165.0	143.97
G8938.3	FBtr0081832	mRpL1		Not DE		0.01349	0.98651	0.43	2191.81	2948.81
G8938.6	novel	novelGene_nac_AS	novelGene_nac_AS	DE	UP	0.0	1.0	3.59	204.98	2472.27
G8938.7	novel	novelGene_Sgt1_AS_novelGene_nac_AS	novelGene_Sgt1_AS_novelGene_nac_AS	DE	UP	1.4E-4	0.99986	4.51	18.95	432.03
G8940.1	FBtr0081862	Sgt1		Not DE		0.11608	0.88392	0.46	1081.17	1485.55
G8940.4	FBtr0081862	Sgt1		Not DE		0.02752	0.97248	-0.4	2312.24	1754.25
G8940.6	FBtr0081862	Sgt1		DE	DOWN	0.0	1.0	-1.04	14534.94	7047.67
G8941.1	FBtr0081861	tex		Not DE		0.18375	0.81625	0.15	1714.06	1905.73
G8943.1	FBtr0081859	CG11694		DE	DOWN	0.0	1.0	-1.96	5479.56	1406.57
G8943.12	FBtr0081858	Coq2		DE	UP	0.0	1.0	1.64	727.89	2267.79
G8943.14	FBtr0081858	Coq2		DE	UP	0.00125	0.99875	1.91	213.44	800.37
G8943.19	FBtr0081858	Coq2		DE	UP	0.00205	0.99795	1.13	655.9	1437.72
G8943.2	FBtr0081859	CG11694		DE	UP	0.0	1.0	5.11	46.74	1614.72
G8943.6	FBtr0081859	CG11694		Not DE		0.71524	0.28476	0.03	3053.16	3115.77
G8944.5	FBtr0081834	CG7483	CG7483	Not DE		0.04434	0.95566	-0.17	6157.5	5473.98
G8945.1	novel	novelGene_Coq2_AS	novelGene_Coq2_AS	DE	UP	8.1E-4	0.99919	2.86	44.17	320.98
G8946.3	FBtr0111026	Poxm		DE	DOWN	0.0015	0.9985	-1.26	1544.73	646.7
G8947.1	FBtr0081837	CG7443		DE	DOWN	0.0	1.0	-2.97	3028.38	385.51
G895.1	novel	novelGene_54	novelGene_54	DE	UP	0.0	1.0	8.26	4.71	1445.72
G8951.12	FBtr0081853	CG9684		Not DE		0.00919	0.99081	-0.56	2316.76	1571.27
G8951.14	FBtr0081853	CG9684		Not DE		0.06992	0.93008	0.86	176.93	321.61
G8951.15	novel	CG45263_CG9684	CG45263_CG9684	DE	UP	0.0	1.0	19.13	0.0	2869.19
G8951.18	novel	CG45263_CG9684	CG45263_CG9684	DE	UP	0.0	1.0	16.55	0.0	479.78
G8951.19	novel	CG9684		Not DE		0.05962	0.94038	1.06	58.83	122.92
G8951.2	FBtr0305680	COX7A	COX7A	Not DE		0.09044	0.90956	-0.42	655.14	487.97
G8951.21	novel	CG45263_CG9684	CG45263_CG9684	DE	UP	0.0	1.0	16.21	0.0	379.84
G8951.23	FBtr0081853	CG9684		Not DE		0.02278	0.97722	-0.62	1004.09	651.12
G8951.25	FBtr0345457	CG45263		DE	DOWN	0.0	1.0	-1.51	4394.56	1541.86
G8951.26	FBtr0345457	CG45263		DE	UP	0.0	1.0	18.67	0.01	4179.85
G8951.27	FBtr0345457	CG45263		Not DE		0.01845	0.98155	-0.44	3244.35	2398.74
G8951.28	FBtr0345457	CG45263		DE	UP	0.0023	0.9977	4.18	17.71	321.96
G8951.29	novel	CG45263		DE	UP	0.0	1.0	2.05	1825.02	7565.52
G8951.3	FBtr0081855	COX7A	COX7A	DE	UP	0.00301	0.99699	1.8	205.97	718.76
G8951.30	novel	CG45263		DE	DOWN	0.0	1.0	-12.08	2329.97	0.54
G8951.32	novel	CG45263		DE	UP	2.1E-4	0.99979	5.95	14.61	900.43
G8951.34	FBtr0345460	CG45263		Not DE		0.00315	0.99685	-0.94	3300.7	1724.31
G8951.6	FBtr0081855	COX7A	COX7A	Not DE		0.0	1.0	-0.66	13586.84	8581.14
G8951.8	novel	CG45263_CG9684	CG45263_CG9684	DE	UP	0.02336	0.97664	1.52	94.48	271.69
G8952.2	novel	Arl2		Not DE		0.23429	0.76571	0.43	125.54	168.8
G8952.3	novel	Arl2		DE	DOWN	0.00512	0.99488	-1.12	974.19	447.29
G8952.4	novel	Arl2		Not DE		0.11232	0.88768	-0.82	181.17	102.78
G8952.5	novel	Arl2		DE	UP	0.0088	0.9912	2.26	40.94	196.25
G8952.6	FBtr0081838	Arl2		DE	DOWN	0.0	1.0	-1.06	4760.02	2283.23
G8953.10	FBtr0081854	CG9601		DE	UP	2.0E-5	0.99998	9.96	0.14	139.69
G8953.11	novel	CG9601		DE	DOWN	0.00313	0.99687	-3.35	488.43	47.81
G8953.12	FBtr0081854	CG9601		Not DE		0.14229	0.85771	0.23	1382.35	1620.05
G8953.3	FBtr0081854	CG9601		DE	DOWN	0.00199	0.99801	-2.41	1097.44	206.42
G8953.4	FBtr0081854	CG9601		Not DE		0.05873	0.94127	-0.77	415.46	242.94
G8953.7	FBtr0081854	CG9601		DE	UP	0.0	1.0	3.13	179.26	1565.06
G8954.1	FBtr0081839	COX7AL	COX7AL	DE	DOWN	0.0	1.0	-2.38	24587.88	4714.07
G8954.10	novel	DppIII		Not DE		0.96564	0.03436	-0.03	337.01	329.51
G8954.11	FBtr0081841	DppIII		DE	DOWN	0.0	1.0	-1.27	70281.69	29208.63
G8954.12	FBtr0081840	DppIII		Not DE		0.02945	0.97055	0.77	419.95	715.62
G8954.13	FBtr0081841	DppIII		Not DE		0.20618	0.79382	-0.44	254.15	186.87
G8954.14	novel	DppIII		Not DE		0.38957	0.61043	-0.21	539.56	466.55
G8954.15	FBtr0081841	DppIII		DE	DOWN	0.0	1.0	-1.04	31119.52	15148.96
G8954.26	FBtr0081842	CG7352		DE	DOWN	0.0	1.0	-3.09	4352.81	510.67
G8954.27	FBtr0081842	CG7352		Not DE		0.39119	0.60881	-0.23	652.92	558.47
G8954.29	FBtr0081842	CG7352		DE	UP	0.0018	0.9982	2.05	151.0	625.27
G8954.30	novel	CG7352		Not DE		0.09538	0.90462	0.57	269.83	401.17
G8954.31	novel	CG7352		Not DE		0.14135	0.85865	0.22	1167.96	1364.4
G8954.4	FBtr0081841	DppIII		Not DE		0.0153	0.9847	-0.33	8829.35	7007.17
G8954.6	FBtr0081840	DppIII		Not DE		0.0	1.0	-0.93	7989.18	4194.66
G8954.7	FBtr0081840	DppIII_CG7352	DppIII_CG7352	Not DE		0.06729	0.93271	-0.76	426.37	252.1
G8955.2	FBtr0081843	Atg13		Not DE		0.32796	0.67204	0.11	1889.32	2043.09
G8955.4	FBtr0081843	Atg13		Not DE		0.01379	0.98621	0.59	1420.13	2137.62
G8957.1	FBtr0306260	stck		Not DE		0.10828	0.89172	-0.6	265.94	175.79
G8957.4	FBtr0081844	stck		Not DE		0.00793	0.99207	-0.6	2237.37	1477.25
G8957.5	FBtr0081845	stck		DE	DOWN	0.0	1.0	-1.72	3351.02	1017.4
G8957.8	FBtr0081846	stck		DE	UP	0.0	1.0	6.25	12.51	952.57
G8959.2	novel	lncRNA_CR46125	lncRNA_CR46125	DE	DOWN	0.00276	0.99724	-1.84	541.72	151.32
G896.2	novel	Rca1		Not DE		0.13108	0.86892	0.71	71.42	116.5
G896.3	FBtr0079342	Rca1		Not DE		3.9E-4	0.99961	0.78	2560.96	4384.25
G896.4	FBtr0079342	Rca1		DE	UP	5.0E-5	0.99995	2.22	939.72	4370.43
G896.7	FBtr0079342	Rca1		DE	UP	0.01025	0.98975	2.42	30.59	163.92
G8961.1	novel	novelGene_CG45263_AS	novelGene_CG45263_AS	DE	UP	2.2E-4	0.99978	7.88	1.14	268.11
G8962.1	novel	CG11737		DE	UP	9.3E-4	0.99907	2.69	96.84	623.35
G8962.10	FBtr0310048	CG11737		DE	UP	0.0	1.0	2.47	447.14	2474.15
G8962.14	FBtr0310047	CG11737		DE	UP	2.5E-4	0.99975	7.3	11.46	1801.09
G8962.4	FBtr0081869	CG11737		DE	DOWN	2.7E-4	0.99973	-1.09	3264.16	1535.0
G8962.7	FBtr0081869	CG11737		Not DE		0.13932	0.86068	-0.31	1447.4	1165.19
G8965.2	novel	lncRNA_CR46228	lncRNA_CR46228	DE	UP	0.0	1.0	15.49	0.0	229.49
G8965.3	novel	lncRNA_CR46228	lncRNA_CR46228	DE	UP	8.2E-4	0.99918	2.94	38.51	296.36
G8965.8	novel	lncRNA_CR46228	lncRNA_CR46228	Not DE		0.14993	0.85007	-0.51	258.13	181.62
G8966.1	novel	novelGene_CG11737_AS	novelGene_CG11737_AS	DE	UP	0.0	1.0	4.89	13.1	388.07
G8968.1	novel	lncRNA_CR45574_lncRNA_CR45575	lncRNA_CR45574_lncRNA_CR45575	DE	UP	0.0	1.0	10.78	0.73	1275.63
G8968.2	novel	lncRNA_CR45574_lncRNA_CR45575	lncRNA_CR45574_lncRNA_CR45575	DE	DOWN	0.0049	0.9951	-3.77	253.4	18.62
G8968.4	novel	lncRNA_CR45574_lncRNA_CR45575	lncRNA_CR45574_lncRNA_CR45575	DE	UP	0.0	1.0	5.46	28.62	1255.95
G8968.5	novel	lncRNA_CR45574_lncRNA_CR45575	lncRNA_CR45574_lncRNA_CR45575	Not DE		0.18777	0.81223	0.55	118.76	174.22
G8968.6	novel	lncRNA_CR45574	lncRNA_CR45574	DE	UP	0.0	1.0	4.14	59.13	1040.23
G8969.1	novel	novelGene_574	novelGene_574	DE	UP	0.0	1.0	5.16	27.4	977.45
G897.1	novel	novelGene_l(2)k09022_AS	novelGene_l(2)k09022_AS	DE	UP	0.0	1.0	5.04	12.31	404.67
G8972.13	novel	Cenp-C		DE	UP	0.01774	0.98226	1.16	331.47	738.46
G8972.14	novel	Cenp-C		DE	UP	0.02618	0.97382	2.29	27.71	135.23
G8972.15	novel	Cenp-C		Not DE		0.05812	0.94188	0.31	1458.01	1806.33
G8972.28	FBtr0089973	Cenp-C		DE	UP	0.0	1.0	3.56	290.27	3431.0
G8972.40	FBtr0089973	Cenp-C		DE	UP	0.0	1.0	4.02	251.76	4089.84
G8972.45	FBtr0339328	Cenp-C		DE	UP	0.0	1.0	4.18	119.91	2170.38
G8972.5	novel	novelGene_pch2_AS	novelGene_pch2_AS	Not DE		0.19154	0.80846	0.46	121.51	167.19
G8972.6	novel	novelGene_pch2_AS	novelGene_pch2_AS	DE	UP	0.0	1.0	15.14	0.0	180.77
G8973.2	novel	pch2		DE	UP	0.0	1.0	4.04	80.68	1330.25
G8973.4	FBtr0339330	pch2		DE	DOWN	0.00144	0.99856	-2.57	620.82	104.87
G8973.5	FBtr0081898	pch2		Not DE		0.07267	0.92733	0.23	2634.66	3082.45
G8974.1	FBtr0081897	mRpS18A		Not DE		0.0035	0.9965	-0.39	4811.74	3664.15
G8975.1	FBtr0339327	CG31460		Not DE		0.02158	0.97842	-0.85	603.86	335.44
G8975.2	FBtr0081873	CG31460		Not DE		0.05461	0.94539	-0.55	738.71	504.32
G8976.2	FBtr0339329	asRNA_CR44291	asRNA_CR44291	Not DE		0.49237	0.50763	0.13	626.01	685.99
G8978.17	novel	5-HT2B		DE	UP	0.0	1.0	4.44	31.69	689.27
G8978.4	FBtr0347368	lncRNA_CR46124	lncRNA_CR46124	Not DE		0.32713	0.67287	0.24	334.29	394.79
G8978.5	novel	5-HT2B		DE	UP	0.0	1.0	2.62	402.47	2477.82
G8978.6	novel	5-HT2B		DE	UP	0.0	1.0	14.7	0.0	133.47
G8978.7	novel	5-HT2B		DE	UP	0.0	1.0	14.41	0.0	108.87
G8978.9	FBtr0303603	5-HT2B		DE	UP	0.0	1.0	5.24	11.66	439.48
G898.1	FBtr0079343	l(2)k09022		Not DE		0.00719	0.99281	0.25	5877.29	7000.87
G8981.1	novel	novelGene_5-HT2B_AS	novelGene_5-HT2B_AS	DE	UP	0.0	1.0	6.89	8.2	974.32
G8983.1	novel	novelGene_Or85e_AS	novelGene_Or85e_AS	DE	UP	0.0	1.0	2.86	335.06	2428.76
G8983.2	novel	novelGene_Or85e_AS	novelGene_Or85e_AS	DE	UP	0.0	1.0	7.47	4.1	726.7
G8983.3	novel	novelGene_Or85e_AS	novelGene_Or85e_AS	DE	UP	1.8E-4	0.99982	6.49	5.75	515.37
G8984.2	FBtr0081893	Cyp313b1		DE	UP	0.01081	0.98919	1.19	275.69	629.87
G8985.10	FBtr0300443	Mkk4		DE	DOWN	0.00532	0.99468	-1.56	974.8	329.71
G8985.14	novel	Mkk4		DE	UP	8.0E-4	0.9992	1.93	327.44	1251.36
G8985.3	FBtr0081892	Mkk4		DE	DOWN	0.0032	0.9968	-1.18	1109.88	490.29
G8985.4	FBtr0300443	Mkk4		Not DE		0.09882	0.90118	-0.98	281.94	142.96
G8985.9	FBtr0300443	Mkk4		DE	UP	0.0	1.0	14.25	0.0	97.6
G8986.3	novel	Dhod		Not DE		0.04582	0.95418	-0.57	886.32	599.01
G8986.4	novel	Dhod		DE	UP	0.02184	0.97816	2.54	24.6	143.2
G8986.6	FBtr0081890	Dhod		DE	UP	0.0	1.0	12.55	0.51	3047.12
G8986.7	FBtr0300442	Dhod		DE	DOWN	0.0	1.0	-2.61	38103.01	6227.85
G8986.8	FBtr0300442	Dhod		DE	DOWN	0.0	1.0	-4.21	4283.68	230.8
G8986.9	FBtr0300442	Dhod		DE	UP	0.0	1.0	2.39	741.37	3889.31
G8987.1	FBtr0081879	CG11753		Not DE		0.04441	0.95559	-0.47	1099.69	794.63
G8988.1	FBtr0310656	CG42489		Not DE		0.10479	0.89521	-0.38	758.13	581.84
G8989.1	FBtr0081888	bel		DE	DOWN	0.0	1.0	-2.06	14536.27	3497.61
G8989.11	FBtr0081888	bel		DE	UP	8.6E-4	0.99914	3.98	22.79	360.49
G8989.18	novel	bel		DE	DOWN	0.00741	0.99259	-2.15	247.42	55.93
G8989.2	FBtr0081888	bel		Not DE		0.06198	0.93802	-0.22	9153.81	7837.14
G8989.20	FBtr0081888	bel		DE	UP	0.0	1.0	16.17	0.0	367.45
G8989.21	novel	bel		DE	DOWN	0.0217	0.9783	-1.0	487.04	243.37
G8989.23	FBtr0334319	bel		DE	DOWN	0.0	1.0	-1.81	10806.67	3076.21
G8989.28	FBtr0081888	bel		Not DE		0.3253	0.6747	-0.36	957.14	746.77
G8989.3	FBtr0334319	bel		DE	UP	8.3E-4	0.99917	2.48	290.4	1615.99
G8989.37	novel	bel		DE	DOWN	0.00179	0.99821	-3.29	442.04	45.1
G8989.41	FBtr0081888	bel		DE	UP	0.0	1.0	19.14	0.0	2886.93
G8989.50	FBtr0081888	bel		DE	DOWN	0.0	1.0	-6.85	4165.63	36.07
G8989.52	novel	bel		Not DE		0.16684	0.83316	0.58	81.06	121.08
G8989.54	FBtr0081888	bel		DE	DOWN	0.0	1.0	-5.25	15894.7	417.67
G8989.55	FBtr0334319	bel		DE	DOWN	0.0	1.0	-3.33	1511.09	150.57
G8989.59	FBtr0347577	p		Not DE		0.01355	0.98645	0.96	448.98	873.65
G8989.64	FBtr0081887	p		DE	UP	0.00803	0.99197	1.82	139.94	494.48
G8989.66	FBtr0081887	p		Not DE		0.11755	0.88245	-0.15	3367.65	3039.43
G8989.67	FBtr0347577	p		DE	DOWN	0.0	1.0	-2.91	2556.64	339.55
G899.1	novel	novelGene_l(2)k09022_AS	novelGene_l(2)k09022_AS	Not DE		0.19255	0.80745	0.7	49.12	79.64
G8990.11	FBtr0081880	CG8032		Not DE		0.01861	0.98139	-0.92	767.28	405.04
G8990.12	FBtr0081880	CG8032		DE	UP	7.9E-4	0.99921	1.94	440.88	1691.83
G8990.13	FBtr0081880	CG8032		DE	UP	0.0	1.0	17.12	0.0	712.59
G8990.18	novel	CG8036		Not DE		0.00276	0.99724	-0.8	2121.26	1222.12
G8990.19	novel	CG8036		DE	DOWN	0.02002	0.97998	-1.28	437.79	179.66
G8990.20	FBtr0081881	CG8036		DE	DOWN	0.0	1.0	-6.22	24588.58	330.74
G8990.22	FBtr0081882	CG8036		Not DE		0.10885	0.89115	0.12	12930.52	14015.29
G8990.3	novel	CG8032		Not DE		0.14261	0.85739	-0.56	283.34	192.06
G8990.8	FBtr0081880	CG8032		Not DE		0.01393	0.98607	0.87	510.39	931.34
G8990.9	novel	CG8032		DE	UP	0.01072	0.98928	3.35	14.41	147.22
G8992.1	FBtr0081901	mRpL19		Not DE		0.17389	0.82611	-0.12	3237.21	2984.89
G8993.1	FBtr0081953	CG9773		DE	UP	0.0	1.0	1.29	2037.61	4983.25
G8993.7	novel	novelGene_CG11755_AS_novelGene_CG8043_AS	novelGene_CG11755_AS_novelGene_CG8043_AS	Not DE		0.00802	0.99198	0.66	1196.42	1896.64
G8994.11	FBtr0081902	CG8043		DE	DOWN	0.0	1.0	-1.74	58166.94	17457.57
G8994.14	novel	CG8043		DE	DOWN	0.0	1.0	-2.24	4581.05	971.18
G8995.3	novel	novelGene_575	novelGene_575	DE	UP	3.6E-4	0.99964	1.73	467.29	1550.04
G8996.5	FBtr0305338	CG8112		DE	UP	0.0	1.0	5.12	60.06	2082.82
G8996.6	FBtr0305337	CG8112		Not DE		0.00442	0.99558	0.72	1461.76	2406.36
G8996.7	novel	CG8112		Not DE		0.0417	0.9583	1.0	79.91	159.73
G8999.2	FBtr0081949	Cks85A		Not DE		0.1326	0.8674	-0.15	2440.34	2195.57
G90.1	FBtr0078089	CG11885		DE	DOWN	0.0	1.0	-1.28	8163.13	3369.79
G9000.13	FBtr0081905	TMEM216	TMEM216	DE	UP	0.00179	0.99821	1.63	350.12	1085.22
G9000.15	novel	TMEM216	TMEM216	DE	UP	0.04505	0.95495	1.74	24.09	80.51
G9000.22	novel	nom_CG8136	nom_CG8136	Not DE		0.00299	0.99701	-0.7	4077.8	2516.95
G9000.24	novel	nom_CG8136	nom_CG8136	Not DE		0.09203	0.90797	0.75	75.0	126.37
G9000.26	novel	nom_CG8136	nom_CG8136	DE	DOWN	0.00107	0.99893	-1.16	2613.84	1167.24
G9000.28	novel	CG8136		DE	DOWN	0.00129	0.99871	-1.65	1240.11	394.79
G9000.3	FBtr0081905	TMEM216	TMEM216	DE	DOWN	0.01652	0.98348	-1.3	340.85	138.32
G9000.30	FBtr0081909	CG8136		DE	DOWN	0.0	1.0	-2.03	109672.65	26939.59
G9000.40	novel	nom_ouib	nom_ouib	Not DE		0.01308	0.98692	0.74	777.83	1297.84
G9000.5	FBtr0081905	TMEM216	TMEM216	DE	DOWN	0.0	1.0	-16.72	540.08	0.0
G9000.6	FBtr0081905	TMEM216	TMEM216	DE	UP	8.2E-4	0.99918	1.09	821.71	1744.98
G9000.8	FBtr0300543	TMEM216	TMEM216	Not DE		0.03922	0.96078	-0.66	977.81	620.3
G9001.11	FBtr0081914	CG8202		Not DE		0.03723	0.96277	0.41	1599.44	2130.79
G9001.12	novel	CG8202		DE	UP	3.7E-4	0.99963	3.83	39.74	563.66
G9001.16	FBtr0081914	CG8202		DE	UP	1.1E-4	0.99989	3.37	121.79	1259.47
G9001.7	novel	CG8202		DE	UP	1.6E-4	0.99984	3.86	96.15	1399.04
G9001.8	novel	CG8202		DE	UP	0.00785	0.99215	1.45	221.87	605.35
G9003.1	FBtr0081947	M1BP		DE	UP	0.0	1.0	17.01	0.0	658.59
G9003.2	FBtr0081947	M1BP		DE	UP	0.0	1.0	16.8	0.0	570.7
G9003.3	FBtr0081947	M1BP		Not DE		0.01331	0.98669	-0.49	2769.15	1971.91
G9004.12	novel	CG9801		Not DE		0.05977	0.94023	0.67	288.24	459.88
G9004.14	FBtr0081946	CG9801		DE	UP	0.0	1.0	16.48	0.0	456.29
G9004.16	FBtr0081945	CG9801		DE	DOWN	0.0	1.0	-6.38	1497.07	18.04
G9004.17	novel	CG9801		DE	UP	0.0	1.0	18.21	0.0	1515.23
G9004.19	FBtr0081946	CG9801		DE	UP	0.0	1.0	18.56	0.0	1927.03
G9004.22	FBtr0081945	CG9801		DE	DOWN	0.0	1.0	-1.95	4821.83	1250.93
G9004.23	novel	CG9801		DE	UP	2.0E-4	0.9998	1.03	2464.9	5039.2
G9004.4	FBtr0081945	CG9801		Not DE		0.1063	0.8937	-0.39	1270.68	967.7
G9006.2	FBtr0081915	CG8223		Not DE		0.10218	0.89782	-0.18	2412.01	2126.01
G9007.11	novel	CG11768		DE	UP	0.00579	0.99421	1.2	390.51	896.27
G9007.14	novel	CG13318_CG11768	CG13318_CG11768	DE	UP	0.0	1.0	7.3	5.72	899.84
G9007.16	novel	CG11768		DE	UP	0.0	1.0	16.29	0.0	399.82
G9007.17	FBtr0081943	CG11768		DE	UP	0.01162	0.98838	2.29	99.04	483.53
G9007.2	novel	CG13318_CG11768	CG13318_CG11768	DE	UP	0.0	1.0	16.69	0.0	530.09
G9007.21	FBtr0081943	CG11768		Not DE		0.82471	0.17529	-0.1	355.34	330.45
G9007.22	FBtr0081942	CG13318		DE	UP	0.0	1.0	7.95	23.4	5803.09
G9007.9	novel	CG11768		DE	UP	0.0	1.0	15.57	0.0	243.95
G9008.14	FBtr0081916	CG8236		DE	DOWN	0.0	1.0	-1.83	22703.12	6395.93
G9008.15	novel	CG8236		DE	DOWN	0.00677	0.99323	-1.36	946.04	368.12
G9008.6	novel	novelGene_576	novelGene_576	DE	UP	1.0E-5	0.99999	6.79	4.14	457.08
G901.1	novel	lncRNA_CR44914	lncRNA_CR44914	DE	UP	7.5E-4	0.99925	2.46	119.76	659.94
G9010.1	novel	Pif1B_CG33189	Pif1B_CG33189	DE	UP	6.8E-4	0.99932	1.27	1110.32	2669.83
G9010.12	FBtr0091717	Pif1B		Not DE		0.00413	0.99587	-0.56	5332.19	3613.48
G9010.2	FBtr0091717	Pif1B		DE	DOWN	4.8E-4	0.99952	-2.13	12422.25	2830.88
G9010.25	FBtr0091717	Pif1B_CG33189	Pif1B_CG33189	DE	UP	9.1E-4	0.99909	2.65	227.08	1427.65
G9010.26	novel	Pif1A		DE	UP	3.0E-5	0.99997	5.62	19.71	970.69
G9010.29	novel	Pif1B_CG33189	Pif1B_CG33189	Not DE		0.19167	0.80833	0.27	727.48	879.34
G9010.34	FBtr0301876	Pif1A		DE	DOWN	0.0	1.0	-1.99	4324.68	1090.43
G9010.36	novel	Pif1A		Not DE		0.00273	0.99727	-0.82	2932.59	1663.87
G9010.37	FBtr0332500	Pif1A		DE	DOWN	0.0	1.0	-3.1	6662.37	778.21
G9010.41	FBtr0091717	Pif1B		DE	DOWN	0.00457	0.99543	-1.48	1127.89	403.3
G9010.42	FBtr0091717	Pif1B		Not DE		0.03397	0.96603	-0.74	4421.33	2644.1
G9010.43	FBtr0091717	Pif1B		DE	DOWN	0.0	1.0	-1.2	24500.36	10638.49
G9010.49	FBtr0081941	CG33191		DE	DOWN	0.0	1.0	-3.2	46361.92	5057.99
G9010.50	FBtr0081941	CG33191		DE	DOWN	0.0	1.0	-4.57	2331.0	97.98
G9010.52	novel	Pif1A_CG33189	Pif1A_CG33189	Not DE		0.55713	0.44287	-0.13	727.91	667.44
G9010.53	FBtr0081940	CG33189		DE	DOWN	0.0	1.0	-1.84	27238.23	7603.48
